"DistEnd","DistStart","Salary","Talent","Wealth","tick","run","random_seed"
0,1,130733.53314539343,56.966509784234276,3733.004303160105,1.0,2,1
0,1,68629.73349994977,32.439130282158686,3415.0656877921606,1.0,2,1
0,1,22590.31299220412,14.144852507742215,1921.8235760440098,1.0,2,1
1,1,295560.3255010264,108.10368926435271,13688.927556339746,1.0,2,1
1,1,346181.37353915814,118.46602091569129,15213.594940211055,1.0,2,1
1,1,375700.5187394311,132.46590511519577,16326.625571538267,1.0,2,1
0,1,24327.350987604208,18.14448086624602,948.6762728184315,1.0,2,1
0,1,43922.285608817656,24.44963579257516,3102.1632108726876,1.0,2,1
0,1,181910.8338635668,71.22616367177054,4827.871353004803,1.0,2,1
0,1,1682.626717318143,17.169171832612676,0.0,1.0,2,1
1,1,301417.81241267925,107.22662756714216,14650.404209525146,1.0,2,1
0,1,60004.397958064365,47.44193168736212,3073.004185201552,1.0,2,1
1,1,239437.9102136305,91.08722847631256,9668.710208453937,1.0,2,1
0,1,28978.80897408298,19.75136332027372,1532.8365857175322,1.0,2,1
0,1,7319.5845711658985,10.609330389953092,1097.1231924842402,1.0,2,1
1,1,325137.2644934758,125.4357003709661,15692.44517265589,1.0,2,1
1,1,216771.6271572759,88.47608694262942,10033.010741248987,1.0,2,1
0,1,34165.1016230058,18.82630644499137,1567.9138678084205,1.0,2,1
0,1,30839.38608719853,18.08024789838867,1363.8859472751187,1.0,2,1
1,1,313600.13485478505,111.32002956844437,14797.571036961082,1.0,2,1
0,1,43041.20651894725,22.613553585812802,1978.8917209021724,1.0,2,1
0,1,59556.12792625416,29.28552186300074,2307.4741070761343,1.0,2,1
1,1,341722.48437383084,124.88866082991535,12328.44739702811,1.0,2,1
1,1,137071.70640439424,63.49065184160509,7376.513216324046,1.0,2,1
0,1,22826.706991178304,17.966828734483716,1534.7748878436093,1.0,2,1
1,1,166637.76528910318,68.35588145770015,6324.915873615731,1.0,2,1
0,1,25835.29592926898,20.171253472019934,1701.0202401650051,1.0,2,1
